"Important Notes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2010 Q1","67","58","13","30","13","54","8","","","","","1027","","","","","2790","","","","","","","","","","","","","","","","","14371","","","","","332","","","","","","","","","","","","","1361","50","17","765","525","95","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825","536"
"2010 Q2","95","275","57","49","18","48","15","","","","","2293","","","","","866","","","","","","","","","","","","","","","","","2841","","","","","1092","","","","","","","","","","","","","2032","70","25","986","714","83","14","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1272","760"
"2010 Q3","80","839","131","54","18","59","19","","","","","5308","","","","","4189","","","","","","","","","","","","","","","","","12405","","","","","3448","","","","","","","","","","","","","2949","58","22","1165","814","68","28","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017","932"
"2010 Q4","83","388","149","66","24","51","16","","","","","3786","","","","","3566","","","","","","","","","","","","","","","","","7026","","","","","5019","","","","","","","","","","","","","6263","65","18","3259","2467","92","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3661","2602"
"2011 Q1","76","240","57","70","18","54","15","","","","","19848","","","","","3268","","","","","","","","","","","","","","","","","5765","","","","","925","","","","","","","","","","","","","1500","51","25","552","651","80","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","829","671"
"2011 Q2","94","204","83","75","19","68","15","","","","","10982","","","","","3110","","","","","","","","","","","","","","","","","9712","","","","","6102","","","","","","","","","","","","","3346","75","19","2355","704","92","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2571","775"
"2011 Q3","97","75","87","77","22","68","17","","","","","6816","","","","","3620","","","","","","","","","","","","","","","","","5108","","","","","1887","","","","","","","","","","","","","1452","71","26","828","462","89","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941","511"
"2011 Q4","106","200","44","64","21","47","22","","","","","12588","","","","","4113","","","","","","","","","","","","","","","","","12382","","","","","2834","","","","","","","","","","","","","1791","79","27","697","850","87","11","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","924","867"
"2012 Q1","62","323","30","25","8","51","8","","","","","772","","","","","2122","","","","","","","","","","","","","","","","","4235","","","","","","","","","","","","","","","","","","1070","49","13","518","199","67","30","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","871","199"
"2012 Q2","81","54","143","41","14","48","7","","","","","6243","","","","","1375","","","","","","","","","","","","","","","","","2514","","","","","","","","","","","","","","","","","","1041","65","16","575","269","81","5","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","695","346"
"2012 Q3","62","8","93","21","7","39","4","","","","","8231","","","","","632","","","","","","","","","","","","","","","","","8778","","","","","","","","","","","","","","","","","","610","55","7","409","100","84","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","100"
"2012 Q4","61","34","2","35","11","23","8","","","","","2687","","","","","","","","","","","","","","","","","","","","","","1887","","","","","1150","","","","","","","","","","","","","692","47","14","435","221","95","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","232"
"2013 Q1","39","26","16","27","10","19","4","","","","","1977","","","","","5546","","","","","","","","","","","","","","","","","3528","","","","","89","","","","","","","","","","","","","2825","23","16","567","2216","98","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","593","2232"
"2013 Q2","68","80","50","13","13","33","8","","","","","1045","","","","","3572","","","","","","","","","","","","","","","","","23506","","","","","710","","","","","","","","","","","","","2438","53","15","1992","316","95","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2104","334"
"2013 Q3","72","230","17","7","5","59","8","","","","","474","","","","","439","","","","","","","","","","","","","","","","","2783","","","","","623","","","","","","","","","","","","","1166","55","17","587","332","79","20","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","829","337"
"2013 Q4","59","17","64","11","","30","6","","","","","","","","","","","","","","","","","","","","","","","","","","","2022","","","","","491","","","","","","","","","","","","","1236","44","15","544","611","94","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","609","627"
"2014 Q1","40","612","2","30","","29","","","","","","1944","","","","","","","","","","","","","","","","","","","","","","5569","","","","","","","","","","","","","","","","","","1613","32","8","896","103","62","38","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1491","122"
"2014 Q2","51","50","45","25","20","28","","","","","","2481","","","","","2422","","","","","","","","","","","","","","","","","1864","","","","","","","","","","","","","","","","","","1625","37","14","478","1051","94","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","490","1136"
"2014 Q3","42","2019","0","23","","25","9","","","","","4470","","","","","","","","","","","","","","","","","","","","","","3668","","","","","1280","","","","","","","","","","","","","3152","32","10","476","656","36","64","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2487","664"
"2014 Q4","56","101","4","35","4","28","6","","","","","11752","","","","","1323","","","","","","","","","","","","","","","","","3940","","","","","601","","","","","","","","","","","","","1642","49","7","1399","137","94","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","141"
"2015 Q1","47","281","84","49","","28","7","","","","","9391","","","","","","","","","","","","","","","","","","","","","","6047","","","","","802","","","","","","","","","","","","","1755","36","11","1075","314","79","16","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1368","387"
"2015 Q2","59","1019","77","31","","31","10","","","","","11058","","","","","","","","","","","","","","","","","","","","","","9797","","","","","2402","","","","","","","","","","","","","2739","43","16","854","789","60","37","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1687","1052"
"2015 Q3","60","64","2","39","9","37","9","","","","","2103","","","","","1113","","","","","","","","","","","","","","","","","8315","","","","","3502","","","","","","","","","","","","","1195","50","10","666","464","95","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727","468"
"2015 Q4","79","54","102","51","16","49","9","","","","","3009","","","","","8606","","","","","","","","","","","","","","","","","9176","","","","","745","","","","","","","","","","","","","1231","65","14","770","304","88","4","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","858","373"
"2016 Q1","93","7617","22","38","15","58","","","","","","8774","","","","","1026","","","","","","","","","","","","","","","","","50428","","","","","","","","","","","","","","","","","","11871","","","630","3603","36","64","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016 Q2","130","4237","172","35","11","63","10","","","","","1975","","","","","1651","","","","","","","","","","","","","","","","","22701","","","","","641","","","","","","","","","","","","","6780","119","11","1983","388","35","62","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6291","489"
"2016 Q3","115","875","148","46","","65","","","","","","3094","","","","","","","","","","","","","","","","","","","","","","31655","","","","","","","","","","","","","","","","","","3575","96","19","1610","943","71","24","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2615","960"
"2016 Q4","90","742","76","22","","76","13","","","","","3449","","","","","","","","","","","","","","","","","","","","","","85184","","","","","3927","","","","","","","","","","","","","2462","","","1270","374","67","30","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 Q1","97","138","122","46","15","70","11","","","","","2587","","","","","1412","","","","","","","","","","","","","","","","","9461","","","","","1878","","","","","","","","","","","","","3295","83","14","2615","419","92","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2658","636"
"2017 Q2","114","136","92","35","16","68","20","","","","","18548","","","","","2050","","","","","","","","","","","","","","","","","4727","","","","","3809","","","","","","","","","","","","","4855","","","","","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017 Q3","99","","","47","17","77","17","","","","","51773","","","","","6507","","","","","","","","","","","","","","","","","17480","","","","","6463","","","","","","","","","","","","","5379","92","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5308","70"
"2017 Q4","54","","","27","8","44","7","","","","","4617","","","","","511","","","","","","","","","","","","","","","","","3559","","","","","1066","","","","","","","","","","","","","5254","","","1922","390","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018 Q1","225","","","82","17","176","16","","","","","6159","","","","","2573","","","","","","","","","","","","","","","","","25502","","","","","7340","","","","","","","","","","","","","7176","111","114","1936","1957","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5119","2057"
"2018 Q2","212","","0","74","14","173","23","","","","","2710","","","","","2907","","","","","","","","","","","","","","","","","7067","","","","","3078","","","","","","","","","","","","","11941","126","86","2809","2424","44","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9436","2505"
"2018 Q3","220","45","0","67","12","117","18","","","","","4457","","","","","5032","","","","","","","","","","","","","","","","","7374","","","","","4650","","","","","","","","","","","","","2991","136","84","1687","1259","98","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1720","1271"
"2018 Q4","303","","0","78","5","137","14","","","","","10482","","","","","1589","","","","","","","","","","","","","","","","","38844","","","","","1864","","","","","","","","","","","","","5624","168","135","1201","2847","72","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2771","2852"
"2019 Q1","244","54","0","88","14","134","36","","","","","7927","","","","","1238","","","","","","","","","","","","","","","","","7103","","","","","1894","","","","","","","","","","","","","2054","134","110","1009","991","97","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013","1041"
"2019 Q2","221","","0","58","14","165","37","","","","","1658","","","","","700","","","","","","","","","","","","","","","","","18683","","","","","886","","","","","","","","","","","","","2689","115","106","772","543","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2130","559"
"2019 Q3","217","81","0","57","27","161","38","","","","","9270","","","","","10088","","","","","","","","","","","","","","","","","14065","","","","","5781","","","","","","","","","","","","","1701","105","112","812","808","95","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813","888"
"2019 Q4","229","","0","58","13","149","35","","","","","3033","","","","","605","","","","","","","","","","","","","","","","","15705","","","","","3981","","","","","","","","","","","","","2596","126","103","1012","762","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1749","848"
"2020 Q1","251","","","81","15","152","31","","","","","3911","","","","","5988","","","","","","","","","","","","","","","","","5030","","","","","1197","","","","","","","","","","","","","3255","136","115","698","2063","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030","2225"
"2020 Q2","164","","","30","4","81","19","","","","","5418","","","","","8388","","","","","","","","","","","","","","","","","2779","","","","","1257","","","","","","","","","","","","","940","67","97","247","680","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248","692"
"2020 Q3","185","","","45","7","97","29","","","","","1710","","","","","168","","","","","","","","","","","","","","","","","5381","","","","","683","","","","","","","","","","","","","4371","109","76","828","1616","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","833","3538"
"2020 Q4","217","","","53","15","162","23","","","","","4445","","","","","12995","","","","","","","","","","","","","","","","","5970","","","","","410","","","","","","","","","","","","","9085","121","96","1618","2476","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6506","2579"
"2021 Q1","314","","","75","5","221","46","","","","","2021","","","","","2445","","","","","","","","","","","","","","","","","14986","","","","","9017","","","","","","","","","","","","","5139","183","131","2433","2064","87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470","2669"
"2021 Q2","246","","","82","7","172","40","","","","","8417","","","","","4976","","","","","","","","","","","","","","","","","32924","","","","","17392","","","","","","","","","","","","","17910","149","97","1226","9583","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382","16529"
"2021 Q3","335","","","83","11","200","48","","","","","32072","","","","","3328","","","","","","","","","","","","","","","","","12513","","","","","3124","","","","","","","","","","","","","3149","181","154","1600","1517","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1626","1524"
"2021 Q4","303","","","71","12","196","24","","","","","3380","","","","","2095","","","","","","","","","","","","","","","","","16258","","","","","1707","","","","","","","","","","","","","4204","161","142","1611","2463","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1617","2587"
"2022 Q1","230","","","94","14","220","52","","","","","3062","","","","","341","","","","","","","","","","","","","","","","","16761","","","","","6661","","","","","","","","","","","","","4419","113","117","2196","2115","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2277","2142"
"2022 Q2","254","","","74","15","198","31","","","","","4706","","","","","3637","","","","","","","","","","","","","","","","","12067","","","","","5064","","","","","","","","","","","","","3474","130","124","1905","1071","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2093","1381"
"2022 Q3","236","","","79","8","207","35","","","","","8304","","","","","1183","","","","","","","","","","","","","","","","","22400","","","","","2128","","","","","","","","","","","","","2476","114","122","758","1666","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769","1707"
"2022 Q4","259","","","63","8","185","49","","","","","10140","","","","","652","","","","","","","","","","","","","","","","","5822","","","","","2493","","","","","","","","","","","","","3882","109","150","1572","1430","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2350","1532"
"2023 Q1","210","","","69","6","184","35","","","","","4735","","","","","1853","","","","","","","","","","","","","","","","","11711","","","","","1079","","","","","","","","","","","","","2072","115","95","895","904","87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","899","1173"
"2023 Q2","256","","","75","","178","44","","","","","2161","","","","","","","","","","","","","","","","","","","","","","5977","","","","","2108","","","","","","","","","","","","","2581","150","106","1232","1347","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1234","1347"
"2023 Q3","187","","","85","","149","43","","","","","2139","","","","","","","","","","","","","","","","","","","","","","4775","","","","","1545","","","","","","","","","","","","","2620","101","86","756","874","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","778","1842"
"2023 Q4","207","","","66","6","171","43","","","","","3466","","","","","936","","","","","","","","","","","","","","","","","10129","","","","","1284","","","","","","","","","","","","","2987","118","89","1481","1459","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1527","1461"
"2024 Q1","263","","","78","7","179","54","","","","","4711","","","","","11796","","","","","","","","","","","","","","","","","6363","","","","","1324","","","","","","","","","","","","","3244","157","106","803","541","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2702","541"
"2024 Q2","206","","","82","6","176","42","","","","","4543","","","","","1447","","","","","","","","","","","","","","","","","4577","","","","","1990","","","","","","","","","","","","","2830","124","82","818","1888","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","839","1992"
"2024 Q3","199","","","66","14","213","36","","","","","3802","","","","","443","","","","","","","","","","","","","","","","","11457","","","","","2873","","","","","","","","","","","","","4470","142","57","1296","635","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3829","641"
"2024 Q4","231","","","77","12","189","29","","","","","1832","","","","","7400","","","","","","","","","","","","","","","","","3952","","","","","1521","","","","","","","","","","","","","6373","196","35","5284","997","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5296","1077"
"2025 Q1","183","","","71","11","190","45","","","","","7973","","","","","2290","","","","","","","","","","","","","","","","","20275","","","","","2258","","","","","","","","","","","","","3108","159","24","2616","381","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728","381"
"2025 Q2","241","","","84","11","203","45","","","","","3555","","","","","695","","","","","","","","","","","","","","","","","9725","","","","","9002","","","","","","","","","","","","","3367","206","35","2234","551","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2804","563"
"2025 Q3","166","","","86","20","170","35","","","","","3513","","","","","886","","","","","","","","","","","","","","","","","6892","","","","","3851","","","","","","","","","","","","","7568","142","24","3633","272","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7295","273"
"2025 Q4","167","","","84","15","244","55","","","","","2934","","","","","2876","","","","","","","","","","","","","","","","","32910","","","","","4766","","","","","","","","","","","","","1937","144","23","1344","511","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1426","511"
"2026 Q1","117","","","72","7","163","35","","","","","4658","","","","","2599","","","","","","","","","","","","","","","","","14173","","","","","2536","","","","","","","","","","","","","1546","98","19","799","397","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1125","421"
